index,id,name_of_work,content,source
1082,poem_sum:445,An Army Corps on the March by Walt Whitman,"With its cloud of skirmishers in advance, With now the sound of a single shot snapping like a whip, and now an irregular volley, The swarming ranks press on and on, the dense brigades press on, Glittering dimly, toiling under the sun--the dust-cover'd men, In columns rise and fall to the undulations of the ground, With artillery interspers'd--the wheels rumble, the horses sweat, As the army corps advances.",poem_sum
1083,tiny_story:1304974,TinyStory 1304974,"One day, there was a tired girl. She was tired from playing all day. She wanted something to make her feel better. 

So she asked her mom for some powder. Her mom said yes and gave her a small, round container.

The girl opened the container and saw a white powder inside. She carefully sprinkled a small amount of powder into her hand. Then, she blew it away.

Suddenly, she felt much better. All her tiredness disappeared! She thanked her mom and went back outside to play.",tiny_story
1084,tiny_story:1644860,TinyStory 1644860,"Once upon a time, there was a little girl named Lily. She loved to play outside with her friends. One day, they decided to climb a big tree. Lily was scared, but she didn't want to look like a baby in front of her friends.

As she climbed, she saw a knot in the tree. She thought it would be a good place to mark her spot. She was proud of herself for finding it. When she reached the top, she looked down and saw how high she was. She started to feel scared again.

Suddenly, she heard a loud crack and the branch she was standing on broke. She fell to the ground, but luckily she wasn't hurt. Her friends rushed over to make sure she was okay. Lily realized that she should have listened to her fear and not climbed so high. From then on, she was proud of herself for being safe and smart.",tiny_story
1085,poem_sum:1611,Reminiscence by Elizabeth Jennings,"When I was happy alone, too young for love Or to be loved in any but a way Cloudless and gentle, I would find the day Long as I wished its length or web to weave. I did not know or could not know enough To fret at thought or even try to whittle A pattern from the shapeless stony stuff That now confuses since I've grown too subtle. I used the senses, did not seek to find Something they could not touch, made numb with fear; I felt the glittering landscape in the mind And O was happy not to have it clear.",poem_sum
1086,tiny_story:951277,TinyStory 951277,"Ali was anxious to bake his first cake. He asked mummy if he could put it in the oven. Mummy allowed him to do it. He was so excited and happy he could bake his own cake.

He got the ingredients from the pantry and mixed them together. He carefully put the mixture in the oven and waited for it to cook. Ali was so excited about his cake that he kept looking in to see how it was doing.

Mummy watched him anxiously as Ali waited for the cake to be ready. The timer rang and it was time to take it out of the oven! Ali opened the oven and smiled as he saw his cake. He thanked mummy and they both enjoyed the cake together.",tiny_story
1087,tiny_story:55871,TinyStory 55871,"Tim and Mia were playing in the park. They liked to slide, swing and run. They saw a big tent with a sign that said ""Spooky Show"". They wanted to see what was inside.

They paid one coin each and entered the tent. It was dark and scary. They heard strange noises and saw shadows. They held hands and walked slowly.

""Look, there is a skeleton!"" Mia said, pointing to a white thing that hung from the ceiling. ""It has no skin or hair. It is just bones.""

Tim felt afraid. He did not like the skeleton. He thought it was ugly and mean. He wanted to leave.

""I hate the skeleton!"" he said. ""It is scary and bad. Let's go, Mia!""

But Mia was curious. She wanted to see more. She liked the skeleton. She thought it was funny and cool. She wanted to touch it.

""I like the skeleton!"" she said. ""It is not scary or bad. It is just a toy. Come, Tim, let's touch it!""

She pulled Tim towards the skeleton. Tim tried to resist. He did not want to touch it. He screamed and cried.

""Help! Help! The skeleton will get me!""

The noise attracted the man who ran the show. He came out of a corner and saw the children. He was not happy. He had a frown and a loud voice.

""What are you doing here?"" he said. ""You are not supposed to touch anything. You are ruining my show. Go away, now!""

He grabbed the skeleton and shook it. It made a rattling sound. Tim and Mia were scared. They ran out of the tent. They did not want to see the spooky show anymore.

They hugged each other and said sorry. They learned their lesson. They decided to play something else. They looked for something fun and nice. They found a balloon seller. He had a smile and a soft voice.

""Hello, children,"" he said. ""Do you want a balloon? They are colorful and happy. You can choose any one you like.""

Tim and Mia liked the balloons. They each picked one. Tim chose a blue one and Mia chose a pink one. They thanked the balloon seller. He was patient and kind.

They played with their balloons. They felt happy and safe. They forgot about the skeleton. They did not hate anything. They liked each other. They were friends.",tiny_story
1088,poem_sum:1532,"Photograph of Haymaker, 1890 by Molly Holden","It is not so much the image of the man that's moving -- he pausing from his work to whet his scythe, trousers tied below the knee, white shirt lit by another summer's sun, another century's -- as the sight of the grasses beyond his last laid swathe, so living yet upon the moment previous to death; for as the man stooping straightened up and bent again they died before his blade. Sweet hay and gone some seventy years ago and yet they stand before me in the sun, stems damp still where their neighbours' fall uncovered them, succulent and straight, immediate with moon-daisies",poem_sum
1089,poem_sum:1966,First Day At School by Roger McGough,"A millionbillionwillion miles from home Waiting for the bell to go. (To go where?) Why are they all so big, other children? So noisy? So much at home they Must have been born in uniform Lived all their lives in playgrounds Spent the years inventing games That don't let me in. Games That are rough, that swallow you up. And the railings. All around, the railings. Are they to keep out wolves and monsters? Things that carry off and eat children? Things you don't take sweets from? Perhaps they're to stop us getting out Running away from the lessins. Lessin. What does a lessin look like? Sounds small and slimy. They keep them in the glassrooms. Whole rooms made out of glass. Imagine. I wish I could remember my name Mummy said it would come in useful. Like wellies. When there's puddles. Yellowwellies. I wish she was here. I think my name is sewn on somewhere Perhaps the teacher will read it for me. Tea-cher. The one who makes the tea.",poem_sum
1090,tiny_story:371823,TinyStory 371823,"Once upon a time, there was a big bookcase. It was very quiet, and nobody ever bothered it. But one day, a little boy came along. He was only three, but he loved to tease. He teased the bookcase, making funny noises and silly faces at it. The bookcase stayed quiet, and didn't do anything back.

The little boy came back each day, teasing the bookcase. He would yell and laugh, and even do little dances in front of it. All the while, the bookcase stayed quiet. It didn't like being teased, but it didn't know what to do.

One day, the little boy wasn't there. Nobody had seen him at all that day. The bookcase felt a little sad, missing the boy's teasing. It waited, but the boy never came back.

The bookcase has been quiet ever since.",tiny_story
1091,poem_sum:409,Prologue of the Earthly Paradise by William Morris,"Of Heaven or Hell I have no power to sing, I cannot ease the burden of your fears, Or make quick-coming death a little thing, Or bring again the pleasure of past years, Nor for my words shall ye forget your tears, Or hope again for aught that I can say, The idle singer of an empty day. But rather, when aweary of your mirth, From full hearts still unsatisfied ye sigh, And, feeling kindly unto all the earth, Grudge every minute as it passes by, Made the more mindful that the sweet days die-- --Remember me a little then I pray, The idle singer of an empty day. The heavy trouble, the bewildering care That weighs us down who live and earn our bread, These idle verses have no power to bear; So let me sing of names remembered, Because they, living not, can ne'er be dead, Or long time take their memory quite away From us poor singers of an empty day. Dreamer of dreams, born out of my due time, Why should I strive to set the crooked straight? Let it suffice me that my murmuring rhyme Beats with light wing against the ivory gate, Telling a tale not too importunate To those who in the sleepy region stay, Lulled by the singer of an empty day. Folk say, a wizard to a northern king At Christmas-tide such wondrous things did show, That through one window men beheld the spring, And through another saw the summer glow, And through a third the fruited vines a-row, While still, unheard, but in its wonted way, Piped the drear wind of that December day. So with this Earthly Paradise it is, If ye will read aright, and pardon me, Who strive to build a shadowy isle of bliss Midmost the beating of the steely sea, Where tossed about all hearts of men must be; Whose ravening monsters mighty men shall slay, Not the poor singer of an empty day.",poem_sum
1092,tiny_story:265299,TinyStory 265299,"Once upon a time there was a planet. It was all alone in space. The planet was very lonely and uncomfortable. But then it saw another planet in the far away sky. It waved to the other planet with its big cloudy hands.

The other planet saw the wave. It smiled and waved back to the lonely planet. The lonely planet was very happy.

Suddenly, a bright shooting star flew by. It flew back and forth between the two planets. The planets laughed and waved to each other. They were not so lonely and uncomfortable anymore.

The stars kept twinkling, the planets kept waving and they were best friends forever. The end.",tiny_story
1093,tiny_story:1855660,TinyStory 1855660,"Tom and Lily were best friends. They liked to play in the park with their toys. One day, they found a big box under a tree. It was a wrap with red and green paper and a bow.

""Wow, what is this?"" Tom asked.

""Maybe it is a gift for us!"" Lily said.

They opened the wrap and looked inside. But the box was empty. There was nothing in it.

""Oh, no. Who left this here?"" Tom said.

""Maybe someone forgot it. Or maybe it is a trick,"" Lily said.

They felt sad and angry. They wanted to find something fun in the box. They threw the wrap and the box away.

Then they saw a man and a woman walking to the tree. They had smiles on their faces. They picked up the wrap and the box.

""Look, honey. Someone found our surprise!"" the man said.

""What surprise?"" the woman asked.

The man opened the box and showed her. Inside was a ring with a shiny stone. He put it on her finger and said, ""Will you marry me?""

The woman gasped and nodded. She hugged him and said, ""Yes, yes, yes!""

Then they kissed each other. They were very happy.

Tom and Lily watched them. They felt confused and curious.

""What are they doing?"" Tom asked.

""They are kissing. It means they love each other,"" Lily said.

""Do you love me?"" Tom asked.

""Yes, you are my best friend,"" Lily said.

""Can I kiss you?"" Tom asked.

Lily giggled and nodded. They kissed each other on the cheek. They felt warm and fuzzy.

They smiled and said, ""We are happy, too!""",tiny_story
1094,poem_sum:1998,Enterprise by Nissim Ezekiel,"It started as a pilgrimage Exalting minds and making all The burdens light, The second stage Explored but did not test the call. The sun beat down to match our rage. 5 We stood it very well, I thought , Observed and put down copious notes On things the peasants sold and bought The way of serpents and of goats. Three cities where a sage had taught 10 But when the differences arose On how to cross a desert patch, We lost a friend whose stylish prose Was quite the best of all our batch. A shadow falls on us and grows . 15 Another phase was reached when we Were twice attacked, and lost our way. A section claimed its liberty To leave the group. I tried to pray . Our leader said he smelt the sea 20 We noticed nothing as we went, A straggling crowd of little hope, Ignoring what the thunder meant , Deprived of common needs like soap. Some were broken, some merely bent. 25 When, finally, we reached the place , We hardly know why we were there. The trip had darkened every face, Our deeds were neither great nor rare. Home is where we have to gather grace.",poem_sum
1095,poem_sum:360,Heat by Hilda Doolittle,"O wind, rend open the heat, cut apart the heat, rend it to tatters. Fruit cannot drop through this thick air-- fruit cannot fall into heat that presses up and blunts the points of pears and rounds the grapes. Cut the heat-- plough through it, turning it on either side of your path.",poem_sum
1096,tiny_story:1439077,TinyStory 1439077,"One day, a boy named Pete was wandering in the woods. He was searching for something sweet. He saw a tree full of sugar and he couldn't believe his eyes.

His stomach grumbled, but something made him hesitate. He heard a strange noise coming from the tree. He took a step closer and then he realized that it was a little creature. He could not believe it and he was a bit scared.

The creature was deaf and it was chomping on the sugar. Pete tried to communicate with it, but the creature could not hear him. Pete was frustrated and not sure what to do. He wanted the sugar and he was about to take it.

Pete suddenly felt a bit guilty and couldn't take the sugar away from the creature. He decided to go home without it. As he was walking away, he could still hear the chomping of the sugar from the deaf creature.",tiny_story
1097,tiny_story:1824450,TinyStory 1824450,"Once upon a time, there was a humble tower in a small village. One day, a little boy came to the village and he saw the tower.

""Wow! What a beautiful tower!"" said the boy.

He was so excited and he wanted to go nearer to the tower. He began to squeeze himself between the people who were around the tower. He was so small so he could squeeze himself through.

When he got closer to the tower, he saw a farmer standing next to it.

""What's that?"" asked the boy, pointing at the tower.

The farmer smiled, ""That's the humble tower. Many people have been living here for a long time.""

The little boy smiled. He was happy to have found out about the tower. From then on, the little boy visited the tower every day. He would squeeze through the crowd and admire the beautiful, humble tower.",tiny_story
1098,tiny_story:417163,TinyStory 417163,"Once upon a time, a gentle little girl had a problem: her toys were always messy and unorganized. She wanted to fix it and make order in her room. So, she decided to organize all her toys. But she had a problem: she was only little, and it was hard for her.

She asked her mom for help. Her mom gave her a fork and said ""you can use this to pick up all the toys and organize them neatly in the boxes."" The little girl was excited!

She started to organize her toys with the fork. But soon she realized it was hard to be gentle with a fork. Her toys were all over the floor, and she was getting frustrated.

So the little girl put down the fork and thought of something else. She came up with an idea. She used her hands to very gently pick up the toys and carefully put them in the boxes.

Finally, her room was organized. She was happy and proud of herself. ""I did it!"" she said.",tiny_story
1099,tiny_story:327007,TinyStory 327007,"Jake ate his breakfast and was ready to go outside. He was excited to visit the ranch with his family. While they walked, he looked up at the hot sun and smiled.

When they arrived at the ranch, Jake saw all the animals. He wanted to pet them, so he ran over to the cow. His mom warned him not to go too close, but he didn't listen. Suddenly, the cow kicked him and he fell down. He was covered in mud!

His mom rushed over, worried. She carefully wiped the mud off him and hugged him. They said goodbye to the ranch and decided not to come back. Jake was sad but he knew he had been naughty. 

His mom promised that they could visit somewhere else soon, but Jake wasn't sure if he believed her. He was worried the bad ending would happen again.",tiny_story
1100,poem_sum:1846,Camping Out by Gina Marie Lauchner,Sticks and sleeping bags and ants Dirty hands and grass-stained pants Gathering wood and piling up leaves Carrying toilet paper and finding a tree Sitting by a fire and dodging the sparks There's nothing greater than The great outdoors after dark.,poem_sum
1101,tiny_story:1399007,TinyStory 1399007,"Once upon a time there was a princess. She was very happy. She went out to gather what she needed for a very special sleepover. 

She gathered some blankets, a pillow, and a comfy mattress. The mattress was very comfortable. She put all of the things in a nice pile. 

Then she invited her friends to come and join her. When they arrived, they were so excited to make a nice bed for their sleepover. They put the mattress on the floor, covered it with the blankets, and put the pillow on top. 

They all snuggled together in the comfy bed and told stories until the early morning. 

Everyone had a wonderful time at their special sleepover because they had such a comfortable mattress to snuggle in.",tiny_story
1102,tiny_story:1614718,TinyStory 1614718,"Once upon a time, there was a little bug. The bug had wide wings. It lived in a big green tree. The bug liked to fly and play with its friends.

One day, the bug saw a bright red flower. It wanted to go there. The bug did not look around. It did not see a big cat. The bug started to rush to the flower.

The big cat saw the bug. The cat wanted to catch the bug. The cat jumped and caught the bug. The bug was not fast enough. The cat ate the bug. The bug was gone. The end.",tiny_story
1103,poem_sum:38,Hiram Powers' Greek Slave by Elizabeth Barrett Browning,"They say Ideal beauty cannot enter The house of anguish. On the threshold stands An alien Image with enshackled hands, Called the Greek Slave! as if the artist meant her (That passionless perfection which he lent her, Shadowed not darkened where the sill expands) To so confront man's crimes in different lands With man's ideal sense. Pierce to the centre, Art's fiery finger! and break up ere long The serfdom of this world. Appeal, fair stone, From God's pure heights of beauty against man's Wrong! Catch up in thy divine face, not alone East griefs but West, and strike and shame the strong, By thunders of white silence, overthrown.",poem_sum
1104,tiny_story:1173213,TinyStory 1173213,"Barbara was tall and loved to play outside. One day, while she was playing near her house, she heard a van coming down the street. Barbara was curious, so she came closer to see the van.

Suddenly, the van stopped right in front of Barbara. Suddenly, the door of the van opened and out walked a man. The man looked very angry and started talking loudly.

""Who are you?"" he shouted. ""Can you tell me who lives in this house?""

Barbara was very scared and shook her head. ""I don't know,"" she said in a quiet voice.

The man frowned and said, ""I don't think anyone lives here. I just needed to make sure I didn't disturb anyone."" Then he got back in his van and drove away.

Barbara was relieved that the man had gone and she went back to playing outside. She was glad that the tall man had not disturbed her day.",tiny_story
1105,poem_sum:1133,Legacy by Rupi Kaur,I stand 7563-illustration-of-an-indian-womans-face-pv on the sacrifices of a million women before me thinking what can I do to make this mountain taller so the women after me can see farther,poem_sum
1106,poem_sum:1331,Piazza Piece by John Crowe Ransom,"--I am a gentleman in a dustcoat trying To make you hear. Your ears are soft and small And listen to an old man not at all, They want the young men's whispering and sighing. But see the roses on your trellis dying And hear the spectral singing of the moon; For I must have my lovely lady soon, I am a gentleman in a dustcoat trying. --I am a lady young in beauty waiting Until my truelove comes, and then we kiss. But what grey man among the vines is this Whose words are dry and faint as in a dream? Back from my trellis, Sir, before I scream! I am a lady young in beauty waiting.",poem_sum
1107,tiny_story:1745708,TinyStory 1745708,"Mama and her little boy were walking through the park. The sun was shining and it was so quiet.

""What do you see, sweetheart?"" asked Mama.

The boy stopped and pointed at something on the ground. ""I see a bug, Mama!"" he said.

Mama looked down and smiled. ""Oh! I know that bug, the Ladybird! Do you know why the Ladybird is so special?"" she asked.

The little boy shook his head and smiled.

Mama said ""Well, if you're quiet and listen, you might find out!""

They both stayed very quiet and waited. Suddenly, the little boy heard something buzzing and he looked up. He saw a swarm of red and black bugs in the sky!

Mama said ""Those bugs, the Ladybirds, all fly together to keep warm and find food. Isn't that amazing? See, now you know why the Ladybird is so special!""

The little boy smiled and felt proud that he had learnt something new. He squealed with delight and ran off to tell everyone his new discovery!",tiny_story
1108,tiny_story:1918123,TinyStory 1918123,"Timmy and Lila were playing on the beach. They liked to dig in the sand and look for shells and crabs. Sometimes they found shrimp, too. Shrimp were small and pink and had many legs. Timmy and Lila liked to eat shrimp. They thought shrimp were delicious.

One day, they found a big shrimp in a hole. It was bigger than their hands. They were very happy. They wanted to take it home and cook it for dinner. They put it in a bucket and filled it with water. They carried the bucket to their car.

""Look, Mommy, look!"" Timmy said. ""We found a big shrimp!""

""Wow, that's amazing!"" Mommy said. ""Where did you find it?""

""On the beach, in a hole!"" Lila said. ""Can we eat it for dinner?""

""Sure, why not?"" Mommy said. ""But first, we have to go to the store and buy some things. You can leave the bucket in the car. Don't worry, the shrimp will be fine.""

Timmy and Lila nodded. They followed Mommy to the store. They were excited to eat the big shrimp.

But when they came back to the car, the bucket was empty. The shrimp was gone. It had disappeared.

""Where is our shrimp?"" Timmy cried.

""Someone stole it!"" Lila said.

They looked around. They saw a man running away with a big bag. He had a big smile on his face.

""Hey, that's our shrimp!"" Timmy shouted.

""Stop, thief!"" Lila yelled.

But it was too late. The man was gone. He had taken their shrimp.

Timmy and Lila were very sad. They had lost their big shrimp. They had nothing to eat for dinner. They wished they had never found the shrimp. They wished they had eaten it right away. They learned a hard lesson. Sometimes, things disappear.",tiny_story
1109,tiny_story:713793,TinyStory 713793,"Once there was a baby bear. He was very small and liked to explore. One day he was walking through the woods when something dangerous caught his eye. He looked closer and he saw that it was a large increase in the size of his stomach.

The baby bear was very scared and he didn't know what to do. He looked around, but he couldn't see any other animals. The stomach was still growing larger and he knew it was dangerous. He was afraid and he wished he had someone to help him.

Suddenly he saw a rabbit hopping by. The baby bear called out to the rabbit, but he was scared and his voice was soft. The rabbit came running over and asked the bear what was wrong.

The baby bear explained his situation and the rabbit listened carefully. The rabbit said that he could help, and the two made a plan. Together, they got to work and found a way to make the stomach smaller.

When it was all over, the baby bear thanked the rabbit. He was so happy to be safe again. The rabbit said goodbye and they both went their separate ways. The baby bear learned a valuable lesson that day: never underestimate the power of friendship.",tiny_story
1110,poem_sum:1185,Lullaby by W.H. Auden,"Lay your sleeping head, my love, Human on my faithless arm; Time and fevers burn away Individual beauty from Thoughtful children, and the grave Proves the child ephemeral: But in my arms till break of day Let the living creature lie, Mortal, guilty, but to me The entirely beautiful. Soul and body have no bounds: To lovers as they lie upon Her tolerant enchanted slope In their ordinary swoon, Grave the vision Venus sends Of supernatural sympathy, Universal love and hope; While an abstract insight wakes Among the glaciers and the rocks The hermit's carnal ecstasy. Certainty, fidelity On the stroke of midnight pass Like vibrations of a bell, And fashionable madmen raise Their pedantic boring cry: Every farthing of the cost, All the dreaded cards foretell, Shall be paid, but from this night Not a whisper, not a thought, Not a kiss nor look be lost. Beauty, midnight, vision dies: Let the winds of dawn that blow Softly round your dreaming head Such a day of welcome show Eye and knocking heart may bless, Find the mortal world enough; Noons of dryness find you fed By the involuntary powers, Nights of insult let you pass Watched by every human love.",poem_sum
1111,poem_sum:1299,Drummer Hodge by Thomas Hardy,"They throw in Drummer Hodge, to rest Uncoffined--just as found: His landmark is a kopje-crest That breaks the veldt around; And foreign constellations west Each night above his mound. Young Hodge the Drummer never knew-- Fresh from his Wessex home-- The meaning of the broad Karoo, The Bush, the dusty loam, And why uprose to nightly view Strange stars amid the gloam. Yet portion of that unknown plain Will Hodge for ever be; His homely Northern breast and brain Grow up a Southern tree, And strange-eyed constellations reign His stars eternally.",poem_sum
1112,tiny_story:670787,TinyStory 670787,"Once upon a time, there was a bunny named Benny. Benny was a poor bunny because he didn't have any carrots to eat. One day, Benny saw a hoop on the ground. He decided to hop through the hoop to cheer himself up. 

As he was hopping through the hoop, he saw a carrot patch on the other side. Benny was so happy! He hopped and hopped until he reached the carrot patch. Benny ate as many carrots as he could and felt much better. 

From that day on, Benny would hop through the hoop every time he felt sad. He knew that on the other side of the hoop, there might be something that would make him feel better. Benny was no longer a poor bunny, he was a happy bunny who loved to hop through hoops.",tiny_story
1113,tiny_story:565728,TinyStory 565728,"Sara loved her doll very much. She hugged her doll every night and played with her every day. She named her doll Lily and gave her a pink dress and a bow.

One day, Sara went to the park with her mom and Lily. She saw a girl on the swing who had a doll too. The girl's doll had a blue dress and a hat. Sara thought the girl's doll was pretty and wanted to see it.

""Hi, can I play with your doll?"" Sara asked the girl.

""No, this is my doll. You can't touch her,"" the girl said.

""Please, just for a little bit. I'll let you play with my doll too,"" Sara said.

""No, go away. Your doll is ugly and old,"" the girl said.

Sara felt sad and angry. She wanted to take the girl's doll by force. She reached out her hand and tried to grab it. The girl screamed and pulled her doll back. They both started to fight over the doll.

""Stop it, both of you!"" Sara's mom said. She ran over and separated them. She took Sara's doll and the girl's doll and held them in her arms.

""Look what you did. You ripped the doll's dress and hat. How do you think the girl feels?"" Sara's mom said.

Sara looked at the girl's doll and saw that it was torn and dirty. She felt sorry and ashamed. She looked at the girl and saw that she was crying and scared.

""I'm sorry, I didn't mean to hurt your doll. I just wanted to play with her,"" Sara said.

""I'm sorry too, I shouldn't have been mean to you and your doll. I was afraid you would take her away from me,"" the girl said.

Sara's mom smiled and gave them back their dolls. She hugged Sara and said, ""It's good that you apologized. Sometimes, it's better to surrender and share than to fight and hurt. You can make new friends and have more fun that way.""

Sara nodded and smiled. She gave her doll to the girl and said, ""Do you want to play with Lily? She's very nice and soft.""

The girl smiled and gave her doll to Sara and said, ""Do you want to play with Daisy? She's very pretty and smart.""

They both took each other's dolls and went to the slide. They played together and had a lot of fun. They forgot about their fight and became friends.

The end.",tiny_story
1114,poem_sum:807,Remember by Joy Harjo,"Remember the sky that you were born under, know each of the star's stories. Remember the moon, know who she is. Remember the sun's birth at dawn, that is the strongest point of time. Remember sundown and the giving away to night. Remember your birth, how your mother struggled to give you form and breath. You are evidence of her life, and her mother's, and hers. Remember your father. He is your life, also. Remember the earth whose skin you are: red earth, black earth, yellow earth, white earth brown earth, we are earth. Remember the plants, trees, animal life who all have their tribes, their families, their histories, too. Talk to them, listen to them. They are alive poems. Remember the wind. Remember her voice. She knows the origin of this universe. Remember you are all people and all people are you. Remember you are this universe and this universe is you. Remember all is in motion, is growing, is you. Remember language comes from this. Remember the dance language is, that life is. Remember.",poem_sum
1115,poem_sum:1972,Awaking in New York by Maya Angelou,"Curtains forcing their will against the wind, children sleep, exchanging dreams with seraphim. The city drags itself awake on subway straps; and I, an alarm, awake as a rumor of war, lie stretching into dawn, unasked and unheeded.",poem_sum
1116,tiny_story:1073810,TinyStory 1073810,"Lily and Tom were playing in the park with their ball. They saw an elderly lady sitting on a bench. She looked sad and lonely. Lily and Tom wanted to make her happy, so they ran to her and offered her their ball.

The elderly lady smiled and thanked them. She said she liked their ball very much. She asked them if they wanted to hear a story. Lily and Tom nodded. They liked stories.

The elderly lady told them a story about a word that could make anything happen. She said the word was very powerful and secret. She said she would tell them the word if they promised to keep it to themselves. Lily and Tom promised. They were curious and excited.

The elderly lady whispered the word in their ears. It was a strange and scary word. Lily and Tom felt a shiver down their spines. They repeated the word after her. Suddenly, the sky turned dark and stormy. The wind howled and the thunder roared. The park was filled with shadows and monsters. Lily and Tom screamed and dropped their ball. They wanted to run away, but they couldn't move. They were stuck to the bench.

The elderly lady laughed wickedly. She said she had tricked them. She said the word was a curse that made their worst fears come true. She said she was a witch who liked to make children suffer. She said she would keep their ball and their souls. She said they would never see their parents or their home again. Lily and Tom cried and begged for mercy, but the elderly lady ignored them. She took their ball and flew away on her broomstick, leaving them alone in the dark and the horror.",tiny_story
1117,poem_sum:772,For Heidi With Blue Hair by Fleur Adcock,"When you dyed your hair blue (or, at least ultramarine for the clipped sides, with a crest of jet-black spikes on top) you were sent home from school because, as the headmistress put it, although dyed hair was not specifically forbidden, yours was, apart from anything else, not done in the school colours. Tears in the kitchen, telephone-calls to school from your freedom-loving father: 'She's not a punk in her behaviour; it's just a style.' (You wiped your eyes, also not in a school colour.) 'She discussed it with me first - we checked the rules.' 'And anyway, Dad, it cost twenty-five dollars. Tell them it won't wash out - not even if I wanted to try. It would have been unfair to mention your mother's death, but that shimmered behind the arguments. The school had nothing else against you; the teachers twittered and gave in. Next day your black friend had hers done in grey, white and flaxen yellow - the school colours precisely: an act of solidarity, a witty tease. The battle was already won",poem_sum
1118,tiny_story:1510431,TinyStory 1510431,"Once upon a time, there was a little bug who loved to crawl. The bug lived in a big house with a kind girl named Lilly. Lilly liked to wear her soft bathrobe and play with her toys. The bug liked to watch Lilly play and wished he could join her.

One day, the bug found a bitter fruit on the floor. He didn't like the taste, but he knew Lilly loved fruits. So, he decided to push the fruit to Lilly as a gift. It was hard work, but the bug wanted to make Lilly happy.

When Lilly saw the fruit, she was so happy! She knew the bug had brought it to her. She picked up the bug and gave him a big hug. From that day on, they became best friends. The moral of the story is that even small acts of kindness can bring happiness to others and create strong friendships.",tiny_story
1119,tiny_story:1198628,TinyStory 1198628,"Lily and Tom are playing in the garden. They have a small tent that they pretend is their house. They like to make up stories and act them out.

One day, they decide to play that they are animals. Lily wants to be a cat and Tom wants to be a dog. They crawl into the tent and make noises.

""Meow, meow, I am a cat. I like to sleep and catch mice,"" Lily says.

""Woof, woof, I am a dog. I like to run and fetch sticks,"" Tom says.

They have fun playing for a while, but then they hear a loud noise. They peek out of the tent and see a big truck. The truck is carrying a lot of wood and nails. It stops in front of their house.

""What is that?"" Lily asks.

""I don't know. Let's go and see,"" Tom says.

They get out of the tent and run to the truck. They see a man get out of the truck. He is wearing a hat and a tool belt. He smiles at them.

""Hello, kids. I am here to fix your roof. It has a hole and it leaks when it rains,"" he says.

""Our roof? What is a roof?"" Lily asks.

""A roof is the top part of your house. It keeps you warm and dry. But sometimes it gets old and broken and needs to be fixed,"" he says.

""Oh, I see. But we don't live in that house. We live in this tent. It is our house,"" Tom says.

The man laughs. He thinks they are very cute and funny.

""That is a nice tent, but it is not a real house. It is a fake house. You can play in it, but you can't sleep in it. It is too cold and wet and small,"" he says.

Lily and Tom look at each other. They think about their tent and their house. They think the man is right. They like their tent, but they also like their house. They decide to go back to their tent and pack their things.

""Thank you for fixing our roof, mister. We are going to our real house now. But we will come back and play in our fake house later,"" Lily says.

""You're welcome, kids. Have fun and be careful,"" the man says.

Lily and Tom wave goodbye to the man and run to their house. They are happy to have a roof that does not leak. They are also happy to have a tent that they can pretend is their house. They think they have the best of both worlds.",tiny_story
1120,tiny_story:1924177,TinyStory 1924177,"Once there was a fierce wolf. He loved to run and jump through the forest. He had long, strong legs and loved to chase after the birds and bugs. One day, he came across a big, wooden door. He didn't know what it was and he wanted to explore. He stepped closer and closer to the door, but each time he got close, the door would shut. He banged and howled, but no matter how fierce he was, the door just kept shutting. He tried and tried, but the door wouldn't open. Eventually, he gave up and walked away. He was very disappointed, but happy to be able to feel the sunshine, as he left the deep shadows of the big wooden door.",tiny_story
1121,tiny_story:1459886,TinyStory 1459886,"Once upon a time, in a small town, there was a unique toy shop. In the shop, there was a dark room. The room was always closed. One day, a little girl named Lily went into the shop with her mom.

Lily saw the dark room and asked her mom, ""Mom, what's in that room?"" Her mom said, ""I don't know, Lily. But we should not go in there."" Lily felt curious but did not open the door.

One day, the shop owner decided to restore the dark room. He opened the door and found a big, beautiful toy. It was a special toy that could talk and play with kids. The owner showed the toy to everyone in the town.

Lily and her mom came back to the shop. Lily saw the toy and said, ""Wow! That's the best toy ever!"" The toy smiled and said, ""Hi, Lily! Let's be friends!"" Lily and the toy played together and had lots of fun.

From that day on, the dark room was not dark anymore. The toy made the room bright and happy. The unique toy made everyone in the town happy, too. And Lily and the toy became best friends forever.",tiny_story
1122,tiny_story:942686,TinyStory 942686,"Once upon a time, there was a little girl named Beth. Beth was so excited to go play outside on a sunny day.

She was running and playing when suddenly, she tripped and fell. She started to feel sleepy, so she decided to take a nap. She found the softest patch of grass and lay down.

Beth had the best nap ever. But when she woke up there was something that no one had ever seen before! It was a big black lump of coal!

Beth got up and walked over to it. She was so excited that she called out to her mom. ""Mom! Look what I found!""

Her mom came over and said, ""Oh wow Beth! That must have been put there by a lazy coal miner!"" Beth laughed and smiled. 

From that day on, Beth always remembered the special nap she had and the fun adventure she had gone on!",tiny_story
